Export des établissement correspondant à  la rubrique est  2510 ;;;;;;;;;;;;;;;;;;
BASE;NUMERO;NOM;NOM USUEL;ADR EXPL 1;ADR EXPL 2;COMMUNE EXPL;DEPARTEMENT EXPL;ADR ADM 1;ADR ADM 2;COMMUNE ADM;CP ADM;BUREAU EXPEDITEUR;REGIME;REGIME SEVESO;ETAT ACTIV.;SIRET;LAMBERT 2 X;LAMBERT 2 Y
62;4061;SAGRAM Dogneville;SAGRAM Dogneville;Aux Grands Pâquis;;DOGNEVILLE;88;29 Rue de la Prairie;;DOGNEVILLE;88000;DOGNEVILLE;;NS - NON SEVESO;A l'arrêt;305750432;906713;2365619
68;768;LASBORDES FRERES SNC;LASBORDES FRERES SNC;Les Cataunes;;CARENNAC;46;La Pasquié;;CARENNAC;46110;CARENNAC;A;NS - NON SEVESO;En fonctionnement;341001584;551029;1989869
61;1479;SOC A.R.E.A.;SOC A.R.E.A.;LA FOUILLOUSSE;;ST PRIEST;69;LA FOUILLOUSSE;;ST PRIEST;69800;ST PRIEST;;NS - NON SEVESO;A l'arrêt;702027871;802398;2080477
100;3703;CHARLY MARTIN SA;CHARLY MARTIN SA;LA BERGERIE;;ST AIGNAN DES GUES;45;;;ST AIGNAN DES GUES;45460;ST AIGNAN DES GUES;;NS - NON SEVESO;A l'arrêt;;598700;2315675
53;2813;CARRIERES DE BOITRON ;CARRIERES DE BOITRON ;Les Bruyères;;BOITRON;61;;;BOITRON;61500;BOITRON;A;NS - NON SEVESO;En fonctionnement;96720099;446505;2397667
59;1122;SACER PARIS NORD EST;SACER PARIS NORD EST (Courchaton);"Lieu-dit ""Bois de la Pérouse""";;COURCHATON;70;Zone artisanale;;VELESMES ESSARTS;25410;VELESMES ESSARTS;A;NS - NON SEVESO;En fonctionnement;38957424500517;917641;2287372
54;642;SARL CARRIERE GIRAULT DE VILLEPRENOY;GIRAULT ;LA PIECE DES GATINES;;ANDRYES;89;;;ANDRYES;89480;ANDRYES;A;NS - NON SEVESO;En fonctionnement;778640516;683824;2280078
55;3275;CHARIER CM ;CHARIER CM (LE PETIT ROCHER);LE PETIT ROCHER;;ST JEAN LA POTERIE;56;;;ST JEAN LA POTERIE;56350;ST JEAN LA POTERIE;A;NS - NON SEVESO;En fonctionnement;34767015000031;266141;2302410
51;1024;ANTROPE SNC ;ANTROPE Chevincourt carrière initiale;Hameau de Samson;Bois de Chevincourt;CHEVINCOURT;60;Hameau de Samson;;CHEVINCOURT;60150;CHEVINCOURT;A;NS - NON SEVESO;En fonctionnement;52622004100010;636501;2503221
100;2517;SNCF TGV ATLANTIQUE;SNCF TGV ATLANTIQUE;LAUTRINIERE;;ARROU;28;;;ARROU;28290;ARROU;;NS - NON SEVESO;A l'arrêt;;505722;2345963
301;156;Aménagements Terrassements et Carrières;ATC-C3;lieu-dit les genetais, la sentelle, la c;;ALIZAY;27;15 avenue de chanzy;;ST MAUR DES FOSSES;94210;LA VARENNE ST HILAIRE;A;NS - NON SEVESO;En fonctionnement;34780896600035;514311;2480707
59;1599;SACER PARIS NORD EST;SACER PARIS NORD EST (Vergranne);"Lieu-dit ""Les Mondrevaux""";;VERGRANNE;25;Zone artisanale;;VELESMES ESSARTS;25410;VELESMES ESSARTS;A;NS - NON SEVESO;En fonctionnement;389574245;905042;2274831
59;1646;MAIRIE DE CHAUSSIN;MAIRIE DE CHAUSSIN;LES GRIMONTS;;CHAUSSIN;39;;;CHAUSSIN;39120;CHAUSSIN;NC;NS - NON SEVESO;A l'arrêt;210;834037;2223163
70;51;STB MATERIAUX SA.;STB MATERIAUX SA.;MARCHE DE RANCOURT;;HONNECOURT SUR ESCAUT;59;;;HONNECOURT SUR ESCAUT;59266;HONNECOURT SUR ESCAUT;;NS - NON SEVESO;Récolement fait;45550137900032;661122;2560169
61;486;BONNARDEL GASTON T.P;BONNARDEL GASTON T.P Alixan;Tournus et Garennes ;;ALIXAN;26;TOURNUS;;ALIXAN;26300;ALIXAN;A;NS - NON SEVESO;En fonctionnement;300531894;811533;2001573
61;1614;GAVEND SA;GAVEND SA;BOIS SOUS LA ROCHE;;ROCHEFORT;73;BOIS SOUS LA ROCHE;;ROCHEFORT;73240;ROCHEFORT;;NS - NON SEVESO;A l'arrêt;309566032;863798;2070377
100;2959;DAMREC C/O CERATERA;DAMREC C/O CERATERA;LA DURANDERIE;;BOSSAY SUR CLAISE;37;;;BOSSAY SUR CLAISE;37290;BOSSAY SUR CLAISE;;NS - NON SEVESO;A l'arrêt;;495081;2204412
61;1811;GUELPA SA;GUELPA SA;LE BOURGEAT;;LES HOUCHES;74;736 avenue de Genève;B.P. 17;ST NICOLAS DE VEROCE;74190;LE FAYET;;NS - NON SEVESO;Récolement fait;606820058;947340;2109667
61;1859;SOCAVA;SOCAVA;LIT DU GIFFRE;;MORILLON;74;LIT DU GIFFRE;;MORILLON;74440;MORILLON;;NS - NON SEVESO;A l'arrêt;606320752;935498;2129577
61;1099;CARRIERES de TIGNIEU;CARRIERES DE TIGNIEU  ex TTP;LES SABLES PAN PERDU;chemin de pan perdu;TIGNIEU JAMEYZIEU;38;rue du commandant charcot;BP 20 ;FEYTIAT;87220;FEYTIAT;A;NS - NON SEVESO;En fonctionnement;35069352900025;822131;2088521
61;1527;BONIFACE ENTR ;BONIFACE ENTR ;ILLAZ;;BRAMANS;73;ILLAZ;;BRAMANS;73500;BRAMANS;;NS - NON SEVESO;A l'arrêt;76520105;948445;2034555
70;426;Carrière de M. LEDUC JEAN-CLAUDE;Carrière de M. LEDUC JEAN-CLAUDE;VALIERES;;WILLEMAN;62;;;WILLEMAN;62770;WILLEMAN;;NS - NON SEVESO;En fonctionnement;34392659800016;587806;2596129
58;2532;G.A.E.C. du Coudroy;G.A.E.C. du Coudroy;Le Coudroy;"Lieu-dit ""les Sept Meules""";ST MARTIN LE GAILLARD;76;Le Coudrey;;ST MARTIN LE GAILLARD;76260;ST MARTIN LE GAILLARD;D;NS - NON SEVESO;En fonctionnement;32638211600019;529412;2551800
62;3970;ONF - Philippsbourg;ONF - Philippsbourg;;;PHILIPPSBOURG;57;;;PHILIPPSBOURG;57230;PHILIPPSBOURG;;NS - NON SEVESO;A l'arrêt;1172;982841;2456316
246;40;CHABANON Henri;CHABANON HENRI (Trambly);;#3950;TRAMBLY;71;;;DONZY LE PERTUIS;71250;DONZY LE PERTUIS;;NS - NON SEVESO;A l'arrêt;;769081;2149756
68;31;SA Méridionale des Bois et Matériaux;MBM SA ( ex SIMAT) campagnac;Le Claux Haut;;CAMPAGNAC;12;ZAC La Domitienne;43 rue de l'Industrie;BEZIERS;34534;BEZIERS CEDEX;A;NS - NON SEVESO;En fonctionnement;4269802230124;662906;1933581
70;310;SITA FD (ex FRANCE Déchets)-Carrière;SITA FD (ex FRANCE Déchets)-Carrière;"""Lépinoy"" - ""Les Pierrettes""";;MENNEVILLE;62;132 rue des Trois Fontanot;;NANTERRE;92000;NANTERRE;A;NS - NON SEVESO;Récolement fait;654800689;566603;2631277
58;2379;E.A.R.L. de la Froide Rue;E.A.R.L. de la Froide Rue;5, Rue de la Poste;;FRESNOY FOLNY;76;5, Rue de la Poste;;FRESNOY FOLNY;76660;FRESNOY FOLNY;D;NS - NON SEVESO;En fonctionnement;38368003000012;534744;2543980
56;1776;COVED;COVED carrière Maillet;"Lieu-dit ""Villenue""";;MAILLET;3;Route du Stade;;MAILLET;3190;MAILLET;A;NS - NON SEVESO;En fonctionnement;343403531;623339;2164109
61;570;CLIER ETABLISSEMENT ;CLIER ETABLISSEMENT ;BOIS DE ROUX;;CONDORCET;26;BOIS DE ROUX;;CONDORCET;26110;CONDORCET;;NS - NON SEVESO;A l'arrêt;325364594;827886;1937852
61;1300;S.R.T.P.;S.R.T.P.;LES GRANDS BOIS;;ST RIRAND;42;LES GRANDS BOIS;;ST RIRAND;42370;ST RIRAND;;NS - NON SEVESO;Récolement fait;321984940;716898;2120577
61;1474;ENTR DAFFLON;ENTR DAFFLON;MAS DE FORET AIGUE;;ST PIERRE DE CHANDIEU;69;MAS DE FORET AIGUE;;ST PIERRE DE CHANDIEU;69780;ST PIERRE DE CHANDIEU;;NS - NON SEVESO;A l'arrêt;973500317;808398;2075177
61;1851;SAGRADRANSE;SAGRADRANSE;LES ETALINS;;MEILLERIE;74;LES ETALINS;;MEILLERIE;74500;MEILLERIE;A;NS - NON SEVESO;En fonctionnement;795780667;937405;2164993
73;284;Sud Granit;Extraction Sud Granit (illégale);;;BONIFACIO;2A;lieu-dit Bancarello;;BONIFACIO;20169;BONIFACIO;;NS - NON SEVESO;En construction;;1174959;1628725
68;3319;POTERIE CLAROUS;CLAROUS (carriere);La Mounge;;MONTOUSSIN;31;;;MANE;31260;MANE;A;NS - NON SEVESO;En fonctionnement;;492388;1808990
57;2307;BHS Le Bocheux;BHS Le Bocheux;Le Bocheux RD 70;;CHAMPIGNOL LEZ MONDEVILLE;10;Route de Rumilly;;VAUDES;10260;VAUDES;A;NS - NON SEVESO;En fonctionnement;67288081200041;772683;2350043
61;761;CARRIERES DECHARGES CONTROLEES;CARRIERES DECHARGES CONTROLEES;LES GARRIGUES;;TULETTE;26;LES GARRIGUES;;TULETTE;26790;TULETTE;;NS - NON SEVESO;A l'arrêt;317409902;807089;1924007
68;4613;JEAN RUP  ET FILS SA;RUP SA ;Lieux dits : Gaurès et Prats;;ST AIGNAN;82;Lieu dit Courbieu ;;CASTELSARRASIN;82100;CASTELSARRASIN;A;NS - NON SEVESO;En fonctionnement;84645013800017;499013;1892978
70;226;Carrière de M. THERET Jean-François;Carrière de M. THERET Jean-François;LES SEPT;;FREVENT;62;;;FREVENT;62270;FREVENT;;NS - NON SEVESO;Récolement fait;325456887;596944;2585804
72;1954;CARRIERE DE L'ARNOULT;CARRIERE DE L'ARNOULT;Fief Lion;;STE GEMME;17;Champblanc;;CHERVES RICHEMONT;16370;CHERVES RICHEMONT;A;NS - NON SEVESO;En fonctionnement;44750475400014;345375;2090562
51;4491;DOMELIERS Commune de ;DOMELIERS Commune de ;LES CARRIERES;;DOMELIERS;60;LES CARRIERES;;DOMELIERS;60360;DOMELIERS;D;NS - NON SEVESO;En fonctionnement;;587574;2515581
61;689;BERTHOULY TP SA ;BERTHOULY TP SA ;CALVIER & JOUVETTE;;PIERRELATTE;26;CALVIER & JOUVETTE;;PIERRELATTE;26700;PIERRELATTE;;NS - NON SEVESO;A l'arrêt;320749997;788059;1933388
100;3532;ROLAND ;ROLAND ;Le Chêne des Landes;;ARDON;45;1563 avenue d'Antibes;BP 119 - Amilly;MONTARGIS;45201;MONTARGIS CEDEX;;NS - NON SEVESO;Récolement fait;83635003300020;564486;2314627
58;129;SABLIERES ILE DE FRANCE Anneville;SABLIERES ILE DE FRANCE Anneville;Le Gland - La Glaciere;Les Longues Raies - La Genievre;ANNEVILLE AMBOURVILLE;76;15, avenue de Chanzy;;ST MAUR DES FOSSES;94210;LA VARENNE ST HILAIRE;;NS - NON SEVESO;Récolement fait;51221483100057;494700;2496900
100;3219;PLOUX FRERES;PLOUX FRERES La Frillière;La Frillière;;VOUVRAY;37;Les Bordes;962 route d'Amboise;NOIZAY;37210;NOIZAY;;NS - NON SEVESO;Cessation déclarée;31230916400019;486358;2267559
54;93;COMBERTAULT SARL;COMBERTAULT SARL;LE PAQUIS DES BORELETS;;COMBERTAULT;21;Rue de l'Eglise;;COMBERTAULT;21200;COMBERTAULT;A;NS - NON SEVESO;En fonctionnement;516510237;795533;2225302
59;1920;SCANZI & FILS SA;SCANZI & FILS SA;43 avenue Jean Moulin;;ROUGEMONT LE CHATEAU;90;43 AVENUE J. MOULIN;;ROUGEMONT LE CHATEAU;90110;ROUGEMONT LE CHATEAU;D;NS - NON SEVESO;A l'arrêt;53622024700012;947227;2313849
63;676;VAL MAT SAS;VAL MAT SAS (BRULE (SBEC);LE TERTRE;;ST JEAN DES ECHELLES;72;ZAC DU COUTIER;BP 91;LA FERTE BERNARD;72404;LA FERTE BERNARD CEDEX;;NS - NON SEVESO;Récolement fait;33809554200014;481485;2347331
61;481;ENTREPRISE GOT;ENTREPRISE GOT;LIT DE LEYRIEUX;;LA VOULTE SUR RHONE;7;LIT DE LEYRIEUX;;LA VOULTE SUR RHONE;7800;LA VOULTE SUR RHONE;;NS - NON SEVESO;A l'arrêt;386420020;793496;1981129
58;172;STAP Cuy St Fiacre;STAP Cuy St Fiacre;LES BRUYERES;;CUY ST FIACRE;76;;;CUY ST FIACRE;76220;CUY ST FIACRE;;NS - NON SEVESO;A l'arrêt;325215994;552784;2501614
58;269;CARR. & MATERIAUX DEVAUX Tourville;CARR. & MATERIAUX DEVAUX Tourville;LE CLOS BATARD;;TOURVILLE LA RIVIERE;76;;;TOURVILLE LA RIVIERE;76410;TOURVILLE LA RIVIERE;;NS - NON SEVESO;A l'arrêt;86651387;510529;2481837
61;475;REDLAND GRANULATS SUD  S.A;REDLAND GRANULATS SUD  S.A;PLANZOLLES EVECHE;;VIVIERS;7;PLANZOLLES EVECHE;;VIVIERS;7220;VIVIERS;;NS - NON SEVESO;A l'arrêt;334100898;787141;1945396
61;897;EUROVIA ALPES;EUROVIA ALPES;COMPTANT DU DESSUS;;IZEAUX;38;Avenuede l'ile brune-BP 306;;ST EGREVE;38120;ST EGREVE;A;NS - NON SEVESO;Récolement fait;542067541;843445;2044106
65;4131;CSS Etampes;CSS Etampes;SAINT LAZARE;91223005;ETAMPES;91;;91223005;ETAMPES;91150;ETAMPES;;NS - NON SEVESO;A l'arrêt;51188882800015;585754;2381769
59;1768;LOYE MARCEL;LOYE MARCEL;La Varenne;;BEAUMOTTE AUBERTANS;70;;;BEAUMOTTE AUBERTANS;70190;BEAUMOTTE AUBERTANS;;NS - NON SEVESO;A l'arrêt;778299776;890500;2275833
100;2588;SMB   (Société des Matériaux de Beauce);SMB   (Société des Matériaux de Beauce);CREUX CHAMP GALLIER;;GUILLEVILLE;28;;;GUILLEVILLE;28310;GUILLEVILLE;;NS - NON SEVESO;A l'arrêt;;561107;2358425
100;3716;BRIAND ROBERT;BRIAND ROBERT;LIT DE LOIRE RG;;ST BRISSON SUR LOIRE;45;;;ST BRISSON SUR LOIRE;45500;ST BRISSON SUR LOIRE;;NS - NON SEVESO;A l'arrêt;;625974;2294311
72;1935;SCREG SUD-OUEST;SCREG SUD-OUEST;La Grande Roussellerie;;LE CHAY;17;Avenue Marcel Dassault - BP 49;;MERIGNAC;33700;MERIGNAC;A;NS - NON SEVESO;En fonctionnement;;347379;2077513
61;1952;BARBER FRERES ENTR ;BARBER FRERES ENTR ;RAVIN DES CORBATTES;;THUSY;74;RAVIN DES CORBATTES;;THUSY;74150;THUSY;;NS - NON SEVESO;A l'arrêt;326612546;879898;2111577
62;3625;CEREDA (la chapelle);CEREDA (la chapelle);LA CHAPELLE;;BROUSSEY EN BLOIS;55;;;BROUSSEY EN BLOIS;55190;BROUSSEY EN BLOIS;;NS - NON SEVESO;A l'arrêt;487320160;836893;2408584
71;671;HOLCIM Réunion;Carrière HOLCIM Réunion Saint André ;Carrière du Colosse;"Lieu-dit ""Petit Etang""";ST ANDRE;974;Rue Armagnac;ZI n°1 - BP 86;LE PORT MARINE;97420;LE PORT;A;NS - NON SEVESO;En fonctionnement;31086301400026;361389;7684972
61;1413;SOREAL;SOREAL;LIT DE LA SAONE;;ST GEORGES DE RENEINS;69;LIT DE LA SAONE;;ST GEORGES DE RENEINS;69830;ST GEORGES DE RENEINS;;NS - NON SEVESO;A l'arrêt;573780707;784398;2120877
69;657;illicite LEMARIER Jean-Marc;illicite LEMARIER Jean-Marc;Papin;;LES ABYMES;971;Bazin;;LES ABYMES;97139;LES ABYMES;A;NS - NON SEVESO;En construction;;0;0
61;1472;STE.LES AGREGATS DU RHONE;STE.LES AGREGATS DU RHONE;LES TACHES;;ST PIERRE DE CHANDIEU;69;LES TACHES;;ST PIERRE DE CHANDIEU;69780;ST PIERRE DE CHANDIEU;;NS - NON SEVESO;A l'arrêt;338552185;808398;2075177
100;2303;GSM;GSM;ILE DES SAULES;;BRINAY;18;;;BRINAY;18120;BRINAY;;NS - NON SEVESO;A l'arrêt;;584174;2241911
61;186;PERRIER TP;PERRIER TP (ex. C.T.P.G.) Lagnieu;"NORD ""Proulieu""";;LAGNIEU;1;Route de Lyon;;ST PRIEST;69800;ST PRIEST;;NS - NON SEVESO;Récolement fait;778147801;832147;2100630
51;3460;LAMBERT MICHEL;LAMBERT MICHEL;MONT.BOIS AMINGAR;;HUMBERCOURT;80;GRAND PLACE;;HUMBERCOURT;80600;HUMBERCOURT;;NS - NON SEVESO;A l'arrêt;999980022;608374;2579411
57;2215;CARRIERES DE VENDRESSE;CARRIERES DE VENDRESSE;BUCHARDIN ET LES LONGUES FAUCHEES;;VENDRESSE;8;ZI DE GLAIRE;BP 50334;SEDAN;8200;SEDAN;A;NS - NON SEVESO;En fonctionnement;43869262600015;779132;2513708
221;275;COLAS GUADELOUPE (Papin);COLAS GUADELOUPE (carriere Papin);Lieu-dit Papin;;LES ABYMES;971;ZI  de Jarry;;BAIE MAHAULT;97122;BAIE MAHAULT;;NS - NON SEVESO;A l'arrêt;38942035700011;665198;1799370
51;4365;BLANQUET;BLANQUET;Le Laris du Bois des Cauches;;NEUILLY EN THELLE;60;Le Laris du Bois des Cauches;;NEUILLY EN THELLE;60530;NEUILLY EN THELLE;D;NS - NON SEVESO;A l'arrêt;42351624400013;595854;2468797
67;307;GANTER FRERES Illfeld;GANTER FRERES Illfeld;ILLFELD;ZERC2;REGUISHEIM;68;;;REGUISHEIM;68890;REGUISHEIM;A;NS - NON SEVESO;Récolement fait;317748507;976847;2333150
62;3513;GSM Laronxe (les pommettes);GSM Laronxe (les pommettes);;;LARONXE;54;LES POMMETTES;;HEILLECOURT;54180;HEILLECOURT;;NS - NON SEVESO;A l'arrêt;572165652;914488;2402507
51;5913;MASCRE EARL;MASCRE EARL;"lieu-dit ""LES MARQUEMONTS""";;LOEUILLY;80;"lieu-dit ""LES MARQUEMONTS""";;LOEUILLY;80160;LOEUILLY;D;NS - NON SEVESO;En fonctionnement;;590230;2530492
63;742;APPIA;APPIA LE MANS ;"""Le Clottée""";;VOIVRES LES LE MANS;72;"""Le Brouillard""";;VOIVRES LES LE MANS;72210;VOIVRES LES LE MANS;;NS - NON SEVESO;Récolement fait;39931652000051;433615;2328688
100;3376;ETS MINIER;ETS MINIER;L^AIGRILLERE;;NAVEIL;41;;;NAVEIL;41100;NAVEIL;;NS - NON SEVESO;A l'arrêt;;500303;2309298
100;2516;STAR SA;STAR - Alluyes;La Prairie d'Ambraye;;ALLUYES;28;La Borde - BP 1;Margon;NOGENT LE ROTROU;28402;NOGENT LE ROTROU CEDEX;A;NS - NON SEVESO;En fonctionnement;55615017500090;527315;2360048
61;571;CLIER ETABLISSEMENT ;CLIER ETABLISSEMENT ;COMBADALIS;;CONDORCET;26;COMBADALIS;;CONDORCET;26110;CONDORCET;;NS - NON SEVESO;A l'arrêt;325364594;827886;1937852
70;39;S.N.C.F - Fretin;S.N.C.F - Fretin;LE MOULIN DE PERONNE;;FRETIN;59;;;FRETIN;59273;FRETIN;;NS - NON SEVESO;Récolement fait;552049447;656662;2619183
63;402;BOUYER LEROUX - ;BOUYER LEROUX - Etablere;L ETABLERE;;LA SEGUINIERE;49;L ETABLERE;BP 5;LA SEGUINIERE;49280;LA SEGUINIERE;A;NS - NON SEVESO;En fonctionnement;31869768700016;350373;2237599
61;221;DUBOST PAUL;DUBOST PAUL;CHARLET;;MONTCEAUX;1;CHARLET;;MONTCEAUX;1090;MONTCEAUX;;NS - NON SEVESO;A l'arrêt;51182286800010;790098;2124877
65;12386;STAR;STAR;Les Terres Salées;78 564 003;ST MARTIN DE BRETHENCOURT;78;Les Terres Salées;;ST MARTIN DE BRETHENCOURT;78660;ST MARTIN DE BRETHENCOURT;A;NS - NON SEVESO;En fonctionnement;55615077500090;568514;2390863
100;2954;ETS HARDION;ETS HARDION;LES CARRIERES;;BLERE;37;;;BLERE;37150;BLERE;;NS - NON SEVESO;A l'arrêt;32016857800013;499252;2258820
51;2881;FIORANO ET CIE SA;FIORANO ET CIE SA;LES 14 ARPENTS;;PONTAVERT;2;6 IMPASSE STE BALSAMIE;;REIMS;51100;REIMS;;NS - NON SEVESO;A l'arrêt;335480703;707826;2491000
61;1457;PERRIER TP;PERRIER TP (Mions);100 route de corbas;;MIONS;69;100, route de Corbas ;;MIONS;69780;MIONS;A;NS - NON SEVESO;En fonctionnement;349550954;802240;2077433
59;907;SOCIETE DES CALCAIRES DE L'EST;SOCALEST;Avenue Gustave Courbet;;MONNIERES;39;AVENUE GUSTAVE COURBET;;MONNIERES;39100;MONNIERES;A;NS - NON SEVESO;En fonctionnement;421185620;837556;2239628
100;2302;COUDEREAU FERNAND;COUDEREAU FERNAND;LE CHAMP DE LA FOSSE;;BRINAY;18;;;BRINAY;18120;BRINAY;;NS - NON SEVESO;A l'arrêt;;584174;2241911
100;3586;DUPUIS RENE;DUPUIS RENE;LA VALLEE DES VEAUX;;CHARSONVILLE;45;;;CHARSONVILLE;45130;CHARSONVILLE;;NS - NON SEVESO;A l'arrêt;8647511800013;543307;2325774
68;2018;LAMOUROUX  SARL;LAMOUROUX  SARL;Causse de Benne;;ST JEAN LESPINASSE;46;BP 15;;ST CERE;46400;ST CERE;;NS - NON SEVESO;Récolement fait;44816792400019;561948;1982398
70;164;DUFOUR - Calonne;Terril DUFOUR - Calonne;TERRIL 15 dit du 6 de CALONNE;;CALONNE RICOUART;62;;;CALONNE RICOUART;62470;CALONNE RICOUART;A;NS - NON SEVESO;En fonctionnement;302519525;611724;2610439
72;1426;GCM Granulats de Chte Mme (St Agnant);GCM Granulats de Chte Mme (St Agnant);Le Moulin de l'Angle;;ST AGNANT;17;Fief du Moulin;;ST PORCHAIRE;17250;ST PORCHAIRE;A;NS - NON SEVESO;En fonctionnement;48056045700040;347001;2104330
61;691;SNCF;SNCF;LES ESPITALET NORD;;PIERRELATTE;26;LES ESPITALET NORD;;PIERRELATTE;26700;PIERRELATTE;;NS - NON SEVESO;Récolement fait;552049447;788059;1933388
68;2764;ARDOISIERES DE DOURGNE;ARDOISIERES DE DOURGNE;Litmagé;;DOURGNE;81;61 Rivière Haute;Limatgé - Route d'arfons;DOURGNE;81110;DOURGNE;A;NS - NON SEVESO;En fonctionnement;41854223900011;583347;1828169
100;3140;SEDSG - Dragages St Georges;SEDSG - Dragages St Georges;LIT DE LOIRE RD;;ROCHECORBON;37;;;ROCHECORBON;37210;ROCHECORBON;;NS - NON SEVESO;A l'arrêt;;482522;2269020
61;1687;SARL VULLIEZ NOIR ET CIE;SARL VULLIEZ NOIR ET CIE;AVIET;;ALLINGES;74;AVIET;;ALLINGES;74200;ALLINGES;;NS - NON SEVESO;A l'arrêt;776631970;917598;2156677
72;1858;RAMBAUD CARRIERES s.a.s.;RAMBAUD (germond);Les Rochards;;GERMOND ROUVRE;79;Le Pont;;LA PEYRATTE;79200;LA PEYRATTE;A;NS - NON SEVESO;En fonctionnement;388522161;387842;2167751
65;12015;CHEZE Bouville;CHEZE Bouville (Bois des Combles Sud);Bois des Combles Sud;91 100 019;BOUVILLE;91;Bois des Combles Sud;;BOUVILLE;91880;BOUVILLE;;NS - NON SEVESO;A l'arrêt;;596174;2381426
61;434;LEVEQUE Gilbert;LEVEQUE Gilbert;Le Rouchas;;SAGNES ET GOUDOULET;7;Le Rouchas;;SAGNES ET GOUDOULET;7450;SAGNES ET GOUDOULET;A;NS - NON SEVESO;En fonctionnement;31429449700016;748390;1979579
252;52;DEGUT ATELIER MECANIQUE;DEGUT (Varennes St Germain);L'Arconce;#3951;VARENNE ST GERMAIN;71;Place des Bateaux;;VARENNE ST GERMAIN;71600;VARENNE ST GERMAIN;;NS - NON SEVESO;En fonctionnement;;729300;2161100
55;2728;DANIEL TP (SARL);DANIEL TP (SARL);"LES COURCES ""La Pichais""";;LA CHAPELLE BOUEXIC;35;;;LA CHAPELLE BOUEXIC;35330;LA CHAPELLE BOUEXIC;A;NS - NON SEVESO;En fonctionnement;40121195800012;280065;2333801
51;6666;EARL BATTEUX;BATTEUX Jean François;3 rue de la Gare;;SAINS RICHAUMONT;2;3 rue de la Gare;;SAINS RICHAUMONT;2120;SAINS RICHAUMONT;;NS - NON SEVESO;A l'arrêt;39012360200018;698364;2537703
58;238;LALITTE St Denis d'Aclon;LALITTE St Denis d'Aclon;;;ST DENIS D ACLON;76;;;ST DENIS D ACLON;76860;ST DENIS D ACLON;;NS - NON SEVESO;A l'arrêt;642750038;500463;2542929
65;12207;PICHETA Champ Gonelle (St Martin du T);PICHETA Champ Gonelle (St Martin du T);Champ Gonelle;95566003;ST MARTIN DU TERTRE;95;13, route de Conflans;BP 60;PIERRELAYE;95480;PIERRELAYE;A;NS - NON SEVESO;En fonctionnement;31789665200052;600407;2453799
55;2993;GRANITS D'ATRE (SARL);GRANITS D'ATRE (SARL);LE ROCHER HUE;;ST MARC LE BLANC;35;;;ST MARC LE BLANC;35460;ST MARC LE BLANC;A;NS - NON SEVESO;En fonctionnement;44303427700022;320954;2380051
58;144;R. ET G. LEUK Beaubec la RosiÌre;R. ET G. LEUK Beaubec la RosiÌre;LE BAGAGEOT;;BEAUBEC LA ROSIERE;76;;;BEAUBEC LA ROSIERE;76440;BEAUBEC LA ROSIERE;;NS - NON SEVESO;A l'arrêt;494;541800;2516811
70;425;Carrière de Mrs. LAURENT ALAIN ET GUY;Carrière de Mrs. LAURENT ALAIN ET GUY;LE BOUFFIER;;WILLEMAN;62;Willeman Alain et Guy;rue mont plaisir;WILLEMAN;62770;WILLEMAN;;NS - NON SEVESO;Récolement fait;306851650;587806;2596129
61;241;ETS NABAFFA S.A.;ETS NABAFFA S.A.;LA TAILLE AU LOUP;;PERON;1;LA TAILLE AU LOUP;;PERON;1630;PERON;;NS - NON SEVESO;A l'arrêt;764200713;876698;2138477
65;3142;GSM OUEST Acheres 16 arpents;GSM OUEST Acheres 16 arpents;SEIZE ARPENTS;78005004;ACHERES;78;;78005004;ACHERES;78260;ACHERES;;NS - NON SEVESO;Cessation déclarée;57216565200189;579467;2440857
100;3148;S.A. ROCAMAT;S.A. ROCAMAT;COTEAU DE LA BAFFAUD;;ST EPAIN;37;;;ST EPAIN;37800;ST EPAIN;;NS - NON SEVESO;A l'arrêt;;463612;2239975
61;1669;MAIRIE DE THOIRY;MAIRIE DE THOIRY;LES EPINIERES;;THOIRY;73;LES EPINIERES;;THOIRY;73230;THOIRY;;NS - NON SEVESO;A l'arrêt;776506370;887998;2072177
100;3220;STE SCREG OUEST;STE SCREG OUEST;LA FRILLIERE;;VOUVRAY;37;;;VOUVRAY;37210;VOUVRAY;;NS - NON SEVESO;A l'arrêt;;486090;2269339
51;3091;COCHERY BOURDIN CHAUSSEE;COCHERY BOURDIN CHAUSSEE;LE CHEMIN DE MERU;;IVRY LE TEMPLE;60;RUE HENRI BARBUSSE;B.P. 10;CHEVINCOURT;60150;CHEVINCOURT;NC;NS - NON SEVESO;A l'arrêt;542023536;577526;2470148
61;1475;SO.RE.TEL;SO.RE.TEL;MAS DES TACHES;;ST PIERRE DE CHANDIEU;69;MAS DES TACHES;;ST PIERRE DE CHANDIEU;69780;ST PIERRE DE CHANDIEU;;NS - NON SEVESO;A l'arrêt;353951098;808398;2075177
221;109;illicite HAMLET Michel;illicite HAMLETMichel ;Carrière ATRID;Carrière illicite;LES ABYMES;971;;Carrière ATRID;LES ABYMES;97139;LES ABYMES;;NS - NON SEVESO;Récolement fait;39826506600017;660411;1799880
